0;7625;0;0,700440933;1,400328506;0,980847406
2;850;1700;0,07808194;0,666909436;0,052073583
1;669;669;0,06145508;0,033618971;0,002066057
6;365;2190;0,033529304;23,20007129;0,777882236
4;296;1184;0,027190887;7,933490365;0,215718643
3;277;831;0,025445526;3,3001999;0,083975324
7;213;1491;0,019566416;33,83336176;0,661997617
5;210;1050;0,019290832;14,56678083;0,281005326
8;143;1144;0,013136138;46,46665222;0,610392363
9;87;783;0,007991916;61,09994269;0,488305623
10;61;610;0,005603527;77,73323315;0,435580307
12;27;324;0,00248025;116,9998141;0,290188773
11;25;275;0,002296528;96,36652362;0,221308386
18;20;360;0,001837222;282,7995569;0,519565601
14;9;126;0,00082675;164,266395;0,135807235
16;4;64;0,000367444;219,5329759;0,080666168
17;4;68;0,000367444;250,1662664;0,0919222
13;1;13;9,18611E-05;139,6331045;0,012826851
;10886;12882;;Variance:;5,942129697
;;Moyenne:;1,183354768;;
;;;;d=;0,060184237
