0;22582;0;0,042153876;0;#DIV/0!
1;6982;6982;0,013033317;0,002099444;#DIV/0!
2;6002;12004;0,011203948;0,003609528;#DIV/0!
3;12122;36366;0,022628168;0,010935028;#DIV/0!
4;41397;165588;0,077275884;0,049791273;#DIV/0!
5;83634;418170;0,156119798;0,125741097;#DIV/0!
6;119763;718578;0,223561892;0,216071899;#DIV/0!
7;103749;726243;0,193668518;0,218376717;#DIV/0!
8;81220;649760;0,151613578;0,195378758;#DIV/0!
9;33330;299970;0,062217195;0,090199098;#DIV/0!
10;9905;99050;0,018489688;0,029783714;#DIV/0!
11;4825;53075;0,00900684;0,01595932;#DIV/0!
12;3456;41472;0,006451324;0,01247037;#DIV/0!
13;2507;32591;0,004679823;0,009799909;#DIV/0!
14;1796;25144;0,003352598;0,007560643;#DIV/0!
15;1061;15915;0,001980571;0,004785541;#DIV/0!
16;556;8896;0,001037887;0,002674971;#DIV/0!
17;299;5083;0,000558144;0,001528426;#DIV/0!
18;139;2502;0,000259472;0,000752336;#DIV/0!
19;101;1919;0,000188537;0,000577031;#DIV/0!
20;64;1280;0,000119469;0,000384888;#DIV/0!
21;55;1155;0,000102669;0,000347301;#DIV/0!
22;38;836;7,09347E-05;0,00025138;#DIV/0!
23;32;736;5,97345E-05;0,000221311;#DIV/0!
24;27;648;5,0401E-05;0,00019485;#DIV/0!
25;24;600;4,48009E-05;0,000180416;#DIV/0!
26;13;338;2,42671E-05;0,000101634;#DIV/0!
27;10;270;1,8667E-05;8,11873E-05;#DIV/0!
28;5;140;9,33351E-06;4,20971E-05;#DIV/0!
32;1;32;1,8667E-06;9,6222E-06;#DIV/0!
33;7;231;1,30669E-05;6,94603E-05;#DIV/0!
34;1;34;1,8667E-06;1,02236E-05;#DIV/0!
35;1;35;1,8667E-06;1,05243E-05;#DIV/0!
;535704;3325643;;;
;;Moyenne;6,207986127;;
